+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                                                                        ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; c0|ethlink_inst|\bufferfifo_inst:2:bufferfifo_inst|altbufferfifo_inst|scfifo_component|auto_generated|dpfifo|wr_ptr                                                                                                                                                              ; 4     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:2:bufferfifo_inst|altbufferfifo_inst|scfifo_component|auto_generated|dpfifo|rd_ptr_count                                                                                                                                                        ; 4     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:2:bufferfifo_inst|altbufferfifo_inst|scfifo_component|auto_generated|dpfifo|FIFOram                                                                                                                                                             ; 54    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:2:bufferfifo_inst|altbufferfifo_inst|scfifo_component|auto_generated|dpfifo|fifo_state|count_usedw                                                                                                                                              ; 5     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:2:bufferfifo_inst|altbufferfifo_inst|scfifo_component|auto_generated|dpfifo|fifo_state                                                                                                                                                          ; 5     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:2:bufferfifo_inst|altbufferfifo_inst|scfifo_component|auto_generated|dpfifo                                                                                                                                                                     ; 37    ; 0              ; 0            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:2:bufferfifo_inst|altbufferfifo_inst|scfifo_component|auto_generated                                                                                                                                                                            ; 36    ; 0              ; 0            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:2:bufferfifo_inst|altbufferfifo_inst                                                                                                                                                                                                            ; 36    ; 0              ; 0            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:2:bufferfifo_inst                                                                                                                                                                                                                               ; 36    ; 11             ; 0            ; 11             ; 43     ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:1:bufferfifo_inst|altbufferfifo_inst|scfifo_component|auto_generated|dpfifo|wr_ptr                                                                                                                                                              ; 4     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:1:bufferfifo_inst|altbufferfifo_inst|scfifo_component|auto_generated|dpfifo|rd_ptr_count                                                                                                                                                        ; 4     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:1:bufferfifo_inst|altbufferfifo_inst|scfifo_component|auto_generated|dpfifo|FIFOram                                                                                                                                                             ; 54    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:1:bufferfifo_inst|altbufferfifo_inst|scfifo_component|auto_generated|dpfifo|fifo_state|count_usedw                                                                                                                                              ; 5     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:1:bufferfifo_inst|altbufferfifo_inst|scfifo_component|auto_generated|dpfifo|fifo_state                                                                                                                                                          ; 5     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:1:bufferfifo_inst|altbufferfifo_inst|scfifo_component|auto_generated|dpfifo                                                                                                                                                                     ; 37    ; 0              ; 0            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:1:bufferfifo_inst|altbufferfifo_inst|scfifo_component|auto_generated                                                                                                                                                                            ; 36    ; 0              ; 0            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:1:bufferfifo_inst|altbufferfifo_inst                                                                                                                                                                                                            ; 36    ; 0              ; 0            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:1:bufferfifo_inst                                                                                                                                                                                                                               ; 36    ; 11             ; 0            ; 11             ; 43     ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:0:bufferfifo_inst|altbufferfifo_inst|scfifo_component|auto_generated|dpfifo|wr_ptr                                                                                                                                                              ; 4     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:0:bufferfifo_inst|altbufferfifo_inst|scfifo_component|auto_generated|dpfifo|rd_ptr_count                                                                                                                                                        ; 4     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:0:bufferfifo_inst|altbufferfifo_inst|scfifo_component|auto_generated|dpfifo|FIFOram                                                                                                                                                             ; 54    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:0:bufferfifo_inst|altbufferfifo_inst|scfifo_component|auto_generated|dpfifo|fifo_state|count_usedw                                                                                                                                              ; 5     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:0:bufferfifo_inst|altbufferfifo_inst|scfifo_component|auto_generated|dpfifo|fifo_state                                                                                                                                                          ; 5     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:0:bufferfifo_inst|altbufferfifo_inst|scfifo_component|auto_generated|dpfifo                                                                                                                                                                     ; 37    ; 0              ; 0            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:0:bufferfifo_inst|altbufferfifo_inst|scfifo_component|auto_generated                                                                                                                                                                            ; 36    ; 0              ; 0            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:0:bufferfifo_inst|altbufferfifo_inst                                                                                                                                                                                                            ; 36    ; 0              ; 0            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\bufferfifo_inst:0:bufferfifo_inst                                                                                                                                                                                                                               ; 36    ; 11             ; 0            ; 11             ; 43     ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|sgmii|alttse1_inst|altera_tse_pcs_pma_inst|the_altera_tse_pma_lvds_tx|altlvds_tx_component|auto_generated                                                                                                                                             ; 11    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|sgmii|alttse1_inst|altera_tse_pcs_pma_inst|the_altera_tse_pma_lvds_tx                                                                                                                                                                                 ; 11    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|sgmii|alttse1_inst|altera_tse_pcs_pma_inst|the_altera_tse_pma_lvds_rx|altlvds_rx_component|auto_generated|rx_outclock_buf                                                                                                                             ; 4     ; 3              ; 0            ; 3              ; 1      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|sgmii|alttse1_inst|altera_tse_pcs_pma_inst|the_altera_tse_pma_lvds_rx|altlvds_rx_component|auto_generated|lock_cnt_accum53a                                                                                                                           ; 7     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|sgmii|alttse1_inst|altera_tse_pcs_pma_inst|the_altera_tse_pma_lvds_rx|altlvds_rx_component|auto_generated                                                                                                                                             ; 3     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|sgmii|alttse1_inst|altera_tse_pcs_pma_inst|the_altera_tse_pma_lvds_rx                                                                                                                                                                                 ; 3     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|sgmii|alttse1_inst|altera_tse_pcs_pma_inst|altera_tse_top_1000_base_x_inst                                                                                                                                                                            ; 56    ; 15             ; 6            ; 15             ; 61     ; 15              ; 15            ; 15              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|sgmii|alttse1_inst|altera_tse_pcs_pma_inst                                                                                                                                                                                                            ; 39    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|sgmii|alttse1_inst                                                                                                                                                                                                                                    ; 39    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|sgmii                                                                                                                                                                                                                                                 ; 39    ; 44             ; 0            ; 44             ; 34     ; 44              ; 44            ; 44              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\rsync:15:rsync                                                                                                                                                                                                                                   ; 37    ; 67             ; 0            ; 67             ; 34     ; 67              ; 67            ; 67              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\rsync:14:rsync                                                                                                                                                                                                                                   ; 37    ; 67             ; 0            ; 67             ; 34     ; 67              ; 67            ; 67              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\rsync:13:rsync                                                                                                                                                                                                                                   ; 37    ; 67             ; 0            ; 67             ; 34     ; 67              ; 67            ; 67              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\rsync:12:rsync                                                                                                                                                                                                                                   ; 37    ; 9              ; 0            ; 9              ; 34     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\rsync:11:rsync                                                                                                                                                                                                                                   ; 37    ; 3              ; 0            ; 3              ; 34     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\rsync:10:rsync                                                                                                                                                                                                                                   ; 37    ; 3              ; 0            ; 3              ; 34     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\rsync:9:rsync                                                                                                                                                                                                                                    ; 37    ; 3              ; 0            ; 3              ; 34     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\rsync:8:rsync                                                                                                                                                                                                                                    ; 37    ; 3              ; 0            ; 3              ; 34     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\rsync:7:rsync                                                                                                                                                                                                                                    ; 37    ; 3              ; 0            ; 3              ; 34     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\rsync:6:rsync                                                                                                                                                                                                                                    ; 37    ; 67             ; 0            ; 67             ; 34     ; 67              ; 67            ; 67              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\rsync:5:rsync                                                                                                                                                                                                                                    ; 37    ; 3              ; 0            ; 3              ; 34     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\rsync:4:rsync                                                                                                                                                                                                                                    ; 37    ; 3              ; 0            ; 3              ; 34     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\rsync:3:rsync                                                                                                                                                                                                                                    ; 37    ; 3              ; 0            ; 3              ; 34     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\rsync:2:rsync                                                                                                                                                                                                                                    ; 37    ; 67             ; 0            ; 67             ; 34     ; 67              ; 67            ; 67              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\rsync:1:rsync                                                                                                                                                                                                                                    ; 37    ; 67             ; 0            ; 67             ; 34     ; 67              ; 67            ; 67              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\rsync:0:rsync                                                                                                                                                                                                                                    ; 37    ; 67             ; 0            ; 67             ; 34     ; 67              ; 67            ; 67              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\wsync:15:wsync                                                                                                                                                                                                                                   ; 37    ; 34             ; 0            ; 34             ; 34     ; 34              ; 34            ; 34              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\wsync:14:wsync                                                                                                                                                                                                                                   ; 37    ; 34             ; 0            ; 34             ; 34     ; 34              ; 34            ; 34              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\wsync:13:wsync                                                                                                                                                                                                                                   ; 37    ; 34             ; 0            ; 34             ; 34     ; 34              ; 34            ; 34              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\wsync:12:wsync                                                                                                                                                                                                                                   ; 37    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\wsync:11:wsync                                                                                                                                                                                                                                   ; 37    ; 34             ; 0            ; 34             ; 34     ; 34              ; 34            ; 34              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\wsync:10:wsync                                                                                                                                                                                                                                   ; 37    ; 34             ; 0            ; 34             ; 34     ; 34              ; 34            ; 34              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\wsync:9:wsync                                                                                                                                                                                                                                    ; 37    ; 34             ; 0            ; 34             ; 34     ; 34              ; 34            ; 34              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\wsync:8:wsync                                                                                                                                                                                                                                    ; 37    ; 34             ; 0            ; 34             ; 34     ; 34              ; 34            ; 34              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\wsync:7:wsync                                                                                                                                                                                                                                    ; 37    ; 34             ; 0            ; 34             ; 34     ; 34              ; 34            ; 34              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\wsync:6:wsync                                                                                                                                                                                                                                    ; 37    ; 9              ; 0            ; 9              ; 34     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\wsync:5:wsync                                                                                                                                                                                                                                    ; 37    ; 34             ; 0            ; 34             ; 34     ; 34              ; 34            ; 34              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\wsync:4:wsync                                                                                                                                                                                                                                    ; 37    ; 34             ; 0            ; 34             ; 34     ; 34              ; 34            ; 34              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\wsync:3:wsync                                                                                                                                                                                                                                    ; 37    ; 34             ; 0            ; 34             ; 34     ; 34              ; 34            ; 34              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\wsync:2:wsync                                                                                                                                                                                                                                    ; 37    ; 8              ; 0            ; 8              ; 34     ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\wsync:1:wsync                                                                                                                                                                                                                                    ; 37    ; 34             ; 0            ; 34             ; 34     ; 34              ; 34            ; 34              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|\wsync:0:wsync                                                                                                                                                                                                                                    ; 37    ; 34             ; 0            ; 34             ; 34     ; 34              ; 34            ; 34              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|rfile                                                                                                                                                                                                                                             ; 552   ; 72             ; 0            ; 72             ; 634    ; 72              ; 72            ; 72              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|txrx|fgen|\wframegensync:2:wframegensync                                                                                                                                                                                                          ; 37    ; 14             ; 0            ; 14             ; 34     ; 14              ; 14            ; 14              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|txrx|fgen|\wframegensync:1:wframegensync                                                                                                                                                                                                          ; 37    ; 14             ; 0            ; 14             ; 34     ; 14              ; 14            ; 14              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|txrx|fgen                                                                                                                                                                                                                                         ; 261   ; 0              ; 0            ; 0              ; 224    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|txrx|ctrl                                                                                                                                                                                                                                         ; 465   ; 112            ; 82           ; 112            ; 473    ; 112             ; 112           ; 112             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|txrx|rxframe|rxcrc                                                                                                                                                                                                                                ; 12    ; 32             ; 0            ; 32             ; 33     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; c0|ethlink_inst|\MAC:3:MAC|mac|txrx|rxframe|rxtagbuf|altrxtagbuf1_inst|dcfifo_component|auto_generated|wrfull_eq_comp_msb_mux                                                                                                                                                    ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
